,Florida,California,Pennsylvania,Texas,Virginia,New York,Massachusetts,Colorado,Connecticut,Arizona,Utah,Illinois,the District of Columbia,New Jersey,Michigan,North Carolina,New Hampshire,Wyoming,Maryland,Maine,Washington,Idaho,Oregon,Georgia,Iowa,Missouri,Indiana,Minnesota,North Dakota,Nevada,Delaware,Montana,Louisiana,Hawaii,Rhode Island,Vermont,Alabama,Tennessee,Wisconsin,South Carolina,Nebraska,New Mexico,Ohio,Kentucky,Alaska,West Virginia,Kansas,Mississippi,South Dakota,Oklahoma,Arkansas
2015-12-01,191041.18386000147,427934.27648331464,169340.43148634603,176303.32216329078,248496.5605932655,291904.424887235,364233.2958709435,310188.50433104654,249889.11280420117,213049.18750421726,255652.96533325166,175343.55287332277,509192.3955891622,315468.9800929486,137321.4301188147,169126.53593686273,242061.0056212109,237406.12758094174,285353.14031367545,199537.94860752733,297982.54150123615,198711.78304460086,282058.9076142746,162965.7344509819,143004.82035895446,142502.12186678578,128649.3662167836,208877.44050775692,236635.38585533132,221536.71185978665,246199.003201809,225845.50980503205,182567.18627957522,528605.0117456458,245907.91483876947,246068.5401568614,140318.0603447891,161575.48568868972,174032.05809064687,161947.90526496992,151622.64276406742,174543.78233508533,128874.34326594994,119206.79488494754,288008.8417671989,113336.05652774555,135550.85207745343,133617.02503647582,181669.804003068,125825.52122942395,134767.56291521617
2016-01-01,192493.28105834743,431120.80570266774,169849.65736513812,177514.6798377129,249403.0455856338,292825.57257239096,366608.07376827765,313122.7818738317,250170.9348165332,215073.1004074346,257884.73677043675,176225.48683943177,511096.8990960992,316417.25735678576,138248.82618919492,170067.53098486536,242906.29092568823,237774.82504584198,286553.73936996615,200075.89695532,301605.9490068169,200140.15730046146,285448.9813267994,164013.67274744276,144041.12352917786,143332.39583676067,129139.25460520493,210425.45450173956,237379.54222861966,223056.82009062383,247244.44989102715,227105.1388763052,183469.86051932754,530270.4359475168,247519.4000034862,245947.5511675256,140945.84475577806,162649.21054293003,175073.7482948282,162926.5503340444,152501.38532326565,174710.72935195614,129537.56689010731,119768.83474405434,288233.9820275198,113564.67146971675,136173.4987150818,133863.89627175088,182474.67706272428,125758.28202460677,135496.6002604397
2016-02-01,193869.72819764618,436481.4468627111,170371.36949738904,178778.2976576384,250159.22073947362,293545.1967932384,368761.3427052174,315947.9261210779,250176.7000055659,216978.22998316077,259947.5289334559,177176.5085707324,512770.4871223752,317043.6548614004,139230.02101808574,171023.00131011213,243423.47362617706,238267.51452054302,287388.79810234025,200680.8822733662,305026.67405813374,201791.51824932263,288615.833863405,165043.91184707914,145070.59217134715,144182.61935705808,129803.0402765393,211993.81355191127,237866.4418302475,224443.79980466582,248402.1855280958,228249.46636472273,184231.8687938957,532464.0834614838,248786.76381522452,245811.64482585527,141647.21580115566,163699.04032017602,176027.82700616925,163812.07677997224,153461.69023986862,175034.07602771962,130369.93475572746,120381.13137131174,288272.2530110332,113811.45622889914,136782.77196119516,134383.56234783947,183367.58792690563,126202.90660034736,136205.13262052467
2016-03-01,195134.99451629884,442570.84758136043,170414.4181079051,179710.1035802093,250497.5972858167,293870.9041123192,370327.4862022659,318715.10055122105,250283.99774286326,218465.83445602548,261574.59289918622,177832.67103836327,513905.23823613586,317227.95001824386,139911.07611748154,171608.08791309307,243618.5673840267,238632.330109364,287523.2284676212,200963.13541374702,307834.082671354,203372.80977916915,291303.3824409302,165775.3741598703,145538.03753726944,144638.99330856593,130211.70909395372,213317.48196595922,237324.02400720667,225664.10969490767,249213.89564125464,228944.45075077482,184256.59368255813,535278.4602267784,249689.5031630469,245113.89065762292,142006.26708233295,164418.0278984818,176636.5172956478,164353.07174131725,154107.7500321828,175298.30949005377,130883.7240042565,120662.32653625189,287869.1564843728,113855.74842438307,137026.9849765198,134599.76641144333,183830.75013494003,126930.18728193686,136581.73352588914
2016-04-01,196475.21149127846,447171.82801793586,170406.88845316833,180596.7132452506,250524.48972405397,294452.98403229524,371956.4779470701,321657.3631702482,250206.07020984977,219362.1348847636,263158.2609083723,178437.56850798894,514944.6685182548,317572.858303639,140606.69936740398,172083.3985672295,244009.94742632075,238701.9497708771,287478.0401045883,201473.3265043243,310288.4413095296,204786.01410177795,294063.6491869459,166527.50647109753,145645.4294271899,144920.01333327324,130699.95643027115,214559.39329608573,236701.54705362636,227129.623629852,250104.83825268448,229384.8794024399,184351.0629938872,537322.4809722657,250549.6606689373,244702.60722154492,142366.36777101128,165033.08219558388,177297.47823068695,164797.09682619348,154623.83905539414,175776.7158135149,131203.41158649282,120870.96549852613,288020.1706835947,113660.01291243058,137161.67081731686,134674.56381010916,184183.640288919,127658.00855431631,136773.5995408696
2016-05-01,197801.4720836261,450223.85419189004,170612.96967109444,181452.3172921921,250555.12109392413,295346.02065074944,373767.3236302661,324553.6628415974,250506.39803631182,220128.37796439583,264950.2342301041,179028.41955830855,515633.0483216273,318172.7353166476,141358.53277243965,172511.3177895179,244970.2567368778,238680.80463751542,287669.79005834286,202233.0572462804,312644.8728135564,206342.03030680973,297019.18911602994,167257.76545087298,145505.34505240942,145294.6802571057,131233.63827852462,215531.50309310365,236156.54030026388,228474.94555772655,251021.8848359452,229690.5014360332,184413.5320413305,539075.1901986127,251729.39250941252,244982.1547137633,142583.42764096803,165591.98315280522,177972.10832063793,165199.15220182695,155034.9739643061,176487.00727441744,131409.58157395164,121155.28431653215,288474.0996092984,113428.9887908458,137277.68444671526,134787.6499111459,184576.06114186856,128250.84333898732,136957.93748626605
2016-06-01,199219.25827907166,452920.8510680565,171138.41281999814,182472.19741080748,250856.260734921,296730.998167628,375675.60597906116,327278.2171710298,250824.62109610756,221003.44572362173,267007.6391614164,179752.28995596376,516435.6502170525,319059.81599918084,142327.0033647427,173151.87146787203,246287.5639249211,238761.68501113143,288377.47531305347,203484.9047246684,315042.31587378704,207955.254039085,299981.1154760378,168048.95564677834,145604.1035645531,145896.8100633925,131939.6525309518,216457.52637737,236037.69268323845,229971.5799411404,252329.85109400668,230106.8117587519,184711.038641509,540682.73042962,253205.4325992267,246047.60513522197,142934.93349889677,166306.16313875708,178724.25789029888,165796.5482920044,155563.5783813217,177251.6470385761,131817.2771480958,121733.41212487257,289130.6928078555,113328.80141203699,137555.67239427383,135207.91931160793,185134.25722867413,128766.35551338694,137314.94997935474
2016-07-01,200463.7891323437,453907.2445581709,171548.9301428132,183322.37345365764,251148.86579341884,297869.5766359356,377076.14833521115,329538.69578923535,250947.4344848738,221931.78277599844,268829.1122184714,180079.09909306676,517193.70377867745,319717.5638697239,142884.0410469463,173678.7393250348,247243.00043278153,238627.62149971587,289019.0402078827,204459.66872262987,317098.1075789276,209288.01294398916,302560.5576168714,168485.21970613,145622.9331748809,146380.67180726313,132481.1592873089,217033.09270219225,235662.06385344584,230993.57588737938,253256.30828562588,230452.021858328,184531.13117800874,543188.1135115428,254561.83115473844,246906.83815424168,143002.55457327017,167001.0925732106,179038.59875358315,166273.19604306424,155997.83970016215,177613.66337283622,132079.61234249314,122138.18892640255,289285.48937387817,113127.39708815468,137671.43990679714,135563.94355478665,185635.69154264336,129082.73746650152,137489.54027503694
2016-08-01,201753.2767249363,453596.73998370086,171960.92048216276,184149.0311241711,251513.55863273062,298684.4038372791,378044.6282986465,331359.3621470003,250956.7116935051,222811.75225062002,270372.9530102228,180290.0002106432,518158.0970624263,320136.46384686814,143382.96402902505,174378.67663038857,247778.9328194839,238204.804879532,289285.20638426027,205259.18073986276,318959.36213331885,210432.65422861432,304798.56044397276,168853.16356580055,145792.23094210486,146742.90155561318,132982.94240798787,217657.23314936997,234695.2645029636,231538.82636561664,254203.89545442502,230635.56207866548,184468.15482726856,546076.0761261401,255648.1238229745,247473.110729413,143182.27908681866,167893.5022129593,179430.45424198185,166859.43642403596,156420.64655245535,177762.35981993205,132364.4165271098,122546.97821188468,289059.27830298233,112958.77566060536,137774.36068097642,135813.1292348875,186069.12280894618,129331.95724738458,137839.4648402187
2016-09-01,203201.784995178,452106.1403764352,172480.68497562525,185094.21732899814,252018.3033075194,299311.4480634209,379364.3336477471,333040.7171337436,250957.21919675395,223979.23931894932,271776.46366851113,180469.51809662755,519069.76940430823,320300.31187676365,143893.02215616553,175244.6501484212,248251.84020939365,237576.9722843907,289626.34383805987,206055.85355991326,320863.3723397996,211655.82175358498,306826.6287013417,169378.35300858566,146140.25145550768,147143.89409346518,133547.98062561324,218473.61859698934,233605.62406119666,232058.20172310318,254844.9611811698,230790.4328908629,184298.52270754878,549220.3657060899,256895.5480741751,247821.51943204412,143492.31706382756,169016.22166560413,180047.3837818952,167606.33054763894,156937.86773344214,177788.11397985893,132708.5273853882,122994.86480844911,289305.01937878097,113035.76310228521,137949.5989474785,136028.54575245618,186634.7861592645,129573.6516848576,138258.03802354075
2016-10-01,204813.15133154337,451767.29026147915,173142.11600172953,186136.51715209955,252854.69845965493,300184.5492336817,381308.0641608967,335018.9701121423,251373.82857191074,225137.52797091214,273245.1644977281,181026.28486979575,520891.50163217634,320578.16101056803,144633.40516344132,176333.922205035,249040.89341919325,237306.49710085694,290311.8716903718,207086.13007433384,323149.9459853381,213043.19610561812,309107.27622661577,170172.93831506136,146771.38249685956,147765.25981172945,134253.25645975256,219551.779748156,232767.76888396338,232733.21144935556,255804.5049953164,231047.30497468388,184533.979186598,552202.3113621882,258116.24062287994,248294.4314183296,144017.06399833746,170405.32770931357,181089.84246591048,168563.6739489504,157601.88754980205,178192.0626767244,133260.52866632942,123684.2133927341,289678.95918761275,113161.45247593254,138340.00572780133,136119.70935659265,187268.69973045177,129994.68801101869,138879.6973726221
2016-11-01,206288.13892767925,452842.66661928105,173747.43777748942,187309.20436839538,253902.6310226881,301533.4508252865,383947.9802018055,337604.9770305342,251921.74640858735,226326.08141770135,274826.1163262704,181726.10269566448,524074.316778766,321007.84597350116,145490.0017833252,177401.43378032025,250277.80318967582,237379.25843019295,291592.4069523195,208382.4264897434,325890.2229264695,214615.3929714417,311688.74999731436,171140.32864979006,147397.04008102554,148604.06765847155,134975.6056209271,220861.9548840328,232390.51866533584,233971.88100294504,256651.48866967254,231817.43083182463,184459.83334797013,554942.7421512703,259746.3761285098,249131.7147844845,144533.70735903867,171952.7128718385,182244.6075080521,169508.77363437883,158401.66732967677,178701.93782706605,133857.56630523351,124387.83855979575,290333.65979870135,113282.15757105645,138970.2259150315,136185.62761118347,187946.91814059825,130279.24366637696,139375.03081375544
2016-12-01,207511.39523838172,455438.4070789693,174430.4936719938,188436.0465973259,255019.67405073496,303396.23953409615,386596.08152702154,340652.8366929688,252817.0612145363,227413.9358930445,276521.2039323227,182716.05334816498,528102.1723708893,322019.9049540865,146471.7252064255,178412.71498775049,251913.43678105166,237800.1748020463,293050.9878463508,209779.20961319702,329121.1694917581,216250.27490295962,314624.57039328554,172173.48883664218,147870.79883751864,149500.83622337703,135689.02140693835,222306.3364007198,232219.88473118888,235396.04556866037,257822.02587911216,232961.26627277673,184432.5170143561,557693.0803440685,261423.34554246961,250370.12540227277,145055.5406736391,173488.02879437804,183409.52803323013,170292.7652591505,159137.51672098794,179196.29547803322,134494.30834855637,124983.84501346892,290750.9662095616,113298.70191358031,139644.86950582848,136209.43652316034,188597.27589263403,130370.26050186351,139778.21069044774
2017-01-01,208583.2343873765,460348.90090323566,175027.99874116815,189544.7298728601,256085.75267125465,305103.89425604156,388985.68134031555,343609.6346209568,253368.30845877796,228721.0150582931,278392.99734333286,183724.1447777699,531036.3638243567,322965.4641862837,147538.54506140368,179299.64055017979,253594.32110767232,238167.62727207583,294460.8054396505,210945.741605969,332580.93934284576,217886.97612749223,317386.2322173999,173159.0318839164,148294.01384274356,150381.85509391458,136240.48643600906,223881.58009021345,231995.7136218972,237195.99021950006,259051.8869031608,234097.20652415603,183998.75764898237,560260.0110544806,263226.070256849,251837.1748230135,145505.57836324535,174752.06524607795,184462.25249441245,170775.52327611143,159824.95387932006,179210.00867642873,135102.53431702277,125471.0188965912,290967.8480375383,113292.96149833807,140335.50443261428,136347.37225039324,189198.93748554762,130319.94034891848,140101.97917720702
2017-02-01,209782.84361288766,466810.8303616778,175557.56855077506,190534.59548252597,257099.10233517026,306906.5231744665,391035.96185430326,346752.063464121,253760.54142718832,230235.64843189696,280577.38221962954,184827.39729818283,532789.7513056315,323972.7407175735,148592.38703628475,180086.97955733674,255206.29850849582,238299.8215207264,295771.16172507865,211933.2473426912,336280.2907686104,219677.51753274424,320102.32541519584,174191.827005152,148712.19660625418,151280.62162953222,136624.1535604906,225574.44644447544,232027.3365161191,239533.33616271018,260575.41426271424,235244.660977584,183678.25545984655,562390.6069133704,264887.9354597418,252963.8560985267,145825.23649967418,175619.19577581613,185295.8715386678,171162.48528162602,160436.07397586945,179298.1085128542,135651.57720600467,125895.48031995718,290729.6293242368,113443.82329670429,140861.51565687705,136601.06657609015,189827.1950779856,130515.09708630102,140363.1370308936
2017-03-01,211183.29648573147,473828.85312540556,175962.92241341353,191590.16287382017,257972.20590224513,308497.6340065351,393280.54597803514,349920.5139582432,254127.2634037937,231879.7115090609,283029.7164557605,186006.5641379422,533829.9126014049,324765.4264973902,149692.21215541672,180838.11059107457,256723.84822794647,238299.2451794908,296821.02501488297,212878.74693941182,340006.16442818823,221456.71736780638,322686.2165667693,175244.00400032158,149065.61847114374,152146.76699818336,136995.04772378982,227272.71278204073,232003.4227898868,242156.7737186942,261940.8060529124,236322.88309286188,183264.63922691243,564948.7033034838,266578.91967654834,254055.31488998968,146022.40387563859,176337.7494938753,186119.69399525828,171558.12820974315,161180.0530941071,179604.4715962759,136201.72155493483,126331.91377598215,290150.98740519624,113663.34330249514,141317.57239917864,136835.69528778977,190497.65437405207,130867.8763505869,140678.81559809615
2017-04-01,212671.19723254177,479560.2851687043,176433.75596281234,192758.63818494848,258840.4530031403,310641.520717882,395875.062101857,353178.2372904532,254968.68830605678,233379.8368410156,285519.8447593237,186941.79093194217,535676.5089749554,326065.28386378166,150753.27733096937,181761.05070490445,258520.88495048648,238547.70897065764,297968.0549375504,214220.45124363084,343684.59244493314,223364.9976038069,325278.3846034635,176347.27874928268,149434.78408423602,152991.53126562433,137615.7852247085,229131.28107087058,232199.8526816205,244826.0851665136,262881.6253074826,237779.5660800423,182991.67547313936,567534.7260237881,268622.0660860141,255326.43079343133,146208.36027757637,177236.40280119967,187008.58057907954,172299.87727471231,162096.83138594223,180410.4265870425,136809.66970898467,126877.98798149738,289966.56271802366,114161.36209698538,141858.4767898124,137043.66335558714,191430.22218960608,131229.69575934694,141049.848051145
2017-05-01,213974.34424569973,483762.4873201034,176927.75799431754,193810.77815674615,259517.72810999575,312368.1623961312,398522.0812393855,355919.71716954286,255990.93260824904,234690.0141615345,287771.30701959116,187626.31043359413,536899.6506229757,327584.044965442,151802.2570550856,182662.81194620137,260319.981486785,238795.6942327875,298829.59444627754,215665.75777050856,346847.9298810567,224952.1179711557,327502.90562398615,177294.2622320015,149860.56775935797,153630.09072810665,138410.53311560536,230818.08044786938,232229.09961082283,246968.78009720924,263141.55379824503,239125.94363143237,182537.6261990436,570370.4521417725,270701.54855926405,256636.85429459737,146344.70289272073,178206.91966727018,187965.970363928,172997.42059423748,163079.62147746433,181075.9687902231,137425.93814198454,127437.5764382013,289959.03260638943,114547.222249508,142336.94825604968,136975.40720042234,192388.51843113228,131508.52634236842,141450.13510678863
2017-06-01,215318.27885947478,487363.9058064671,177445.97986697336,194759.0664328469,260158.66607577074,313884.374195276,400916.22637902806,358021.03644449374,256884.8513564073,236039.40125543278,289955.4053318123,187833.0800222828,538677.9333986986,329205.90948524146,152809.2363674776,183598.16179492555,262015.5822342834,239043.38666010284,299372.1849588442,217321.42135759373,349804.1545316473,226573.9016632729,329559.749905373,178172.76244765744,150314.0839823347,154182.29356799225,139209.31224199754,232235.08548949403,232262.40891690095,249135.43418045228,263168.42027289415,240551.26504052893,182221.31450774896,572948.3317520608,272606.95245679724,257770.57846493993,146449.4248560683,179114.97169481267,188906.14885899052,173716.89242278284,164083.229122801,181633.4323134407,138048.63363815227,127990.62360427872,290172.04802622105,114633.03895837924,142674.78298616552,136867.41330103425,193226.96881849994,131783.50000637685,141745.3496761574
2017-07-01,216595.13576408106,489117.23793843767,177989.16594344986,195493.0677932085,260642.48664284995,315002.7086752166,402979.3585388336,359434.3527314896,257622.45893079965,237359.4443793257,291949.0345049279,187989.31102294262,540375.8337581212,330406.92306642135,153848.91612220698,184477.23520920682,263472.81956086616,239064.43858676194,299580.5009211982,218850.10327560952,352497.3895229209,228055.2218433715,331269.9231816931,179120.3167626738,150779.8013140904,154643.03569035977,139985.61980681692,233168.11081966534,232222.51238462803,251452.7045339124,262982.80345012393,241803.39713074107,182287.3183627969,575443.781809269,274076.09401505906,258714.17469467176,146726.74072129116,179984.1503520801,189833.79435828933,174345.38218185236,164980.4446914396,182126.26649301418,138690.21196312286,128617.86440041824,290379.3453754932,114395.91883521243,142981.72612834096,136855.28343847365,193848.68926015045,132039.19092543426,142132.5974752612
2017-08-01,218036.73309499226,490632.67212650017,178584.75883803738,196271.1916760731,261176.88951748202,316387.0778999913,404682.2886904147,360577.48580814624,258063.46825173285,238766.93170847636,293981.29033253685,188190.41104620954,541870.7600623914,331274.7769964222,154737.50863862582,185438.54749818298,264748.109595978,239085.0421453011,299912.4410564628,220257.87319907756,355199.64279753616,229476.2426176864,332957.95571066806,180139.8844880133,151155.5754744022,155089.10165258587,140767.25566982222,233799.91725247065,231851.2156640076,254208.83997694656,263236.921636411,243173.54424768485,182820.71941454077,578201.6700773601,275196.0739227713,259646.74699647384,147198.3516786789,180989.19088468293,190622.99919274493,175101.23673928753,165732.1660207559,182531.61787290187,139370.87958737617,129265.4615307616,290889.8329320822,114148.47895269612,143316.8704556205,137123.93691466408,194330.9781270556,132316.4927133601,142500.97011622306
